1,UGC Villeneuve d Ascq,Villeneuve d'Ascq,50.6162022852026,3.12490387535896,https://www.ugc.fr/cinema.html?code=CCVDA
2,UGC Lille,Lille,50.6342265569891,3.06294894358591,https://www.ugc.fr/cinema.html?code=LILLE
3,Kinépolis Lomme,Lomme,50.6517244877571,2.98122486543318,https://kinepolis.fr/cinemas/kinepolis-lomme?main-section=presales
4,Majestic Lille,Lille,50.6334037780762,3.06286692619324,https://www.ugc.fr/cinema.html?id=46#
5,Pathé Gaumont Valenciennes,Valenciennes,50.3404197692871,3.51560354232788,https://www.cinemaspathegaumont.com/cinemas/cinema-gaumont-valenciennes
6,Le Duplexe Roubaix,Roubaix,50.6925811767578,3.17844533920288,https://www.ugc.fr/cinema.html?id=51
7,Le Métropole Lille,Lille,50.6365585327149,3.06700801849365,https://www.ugc.fr/cinema.html?id=45
8,Le Majestic Douai,Douai,50.3756294250488,3.07646155357361,http://www.majestic-douai.com
9,Les Lumières Armentières,Armentières,50.6818618774414,2.87812995910645,http://cine-armentieres.fr
10,L'Univers Lille,Lille,50.6235885620117,3.07436990737915,http://lunivers.org
11,L'Hybride Lille,Lille,50.6257934570313,3.06597399711609,https://www.lhybride.org/majesticmetropole/programmation-en-cours.html
12,Le Kino Villeneuve d'Ascq,Villeneuve d'Ascq,50.6263313293457,3.12660837173462,https://fr-fr.facebook.com/kino.cine
13,Le Méliès Villeneuve d'Ascq,Villeneuve d'Ascq,50.6164512634277,3.14104008674622,https://www.lemelies.fr
14,Les Écrans Tourcoing,Tourcoing,50.7211761474609,3.16020894050598,https://www.ugc.fr/cinema.html?id=52
15,Le Fresnoy Tourcoing,Tourcoing,50.7000198364258,3.15457820892334,https://www.lefresnoy.net/fr/cinema/cette-semaine
16,L'Olympia Templeuve,Templeuve,50.5257911682129,3.1703028678894,http://cine-templeuve.fr
17,Cinéma Lambersart,Lambersart,50.6510047912598,3.02766680717468,cine-lambersart.fr
18,Colisée Lumière Marcq-en-Baroeul,Marcq-en-Baroeul,50.6643409729004,3.07236003875732,https://www.marcq-en-baroeul.org/culture-sport-loisirs/culture/cinema-colisee-lumieres
19,Cinéma Gérard Philipe Roncq,Roncq,50.745231628418,3.11572003364563,http://www.cinemaroncq.fr
20,Cinéligue NPDC Cinéma Gérard Philipe Wasquehal,Wasquehal,50.6858215332031,3.14556097984314,http://www.allocine.fr/seance/salle_gen_csalle=P5441.html
"21,La Familia Halluin,Halluin,50.7807197570801,3.1276969909668,""https://www.halluin.fr/cinema"""
22,Amical Ciné Leers,Leers,50.6791191101074,3.2435998916626,https://fr-fr.facebook.com/Amical-Cin%C3%A9-Leers-842244389131714
23,Cinéma Paul Desmarets / L'Hippodrome Douai,Douai,50.3644409179688,3.08350992202759,http://www.tandem-arrasdouai.eu/fr/cinema
24,Megarama Denain,Denain,50.3267402648926,3.39232134819031,http://denain.megarama.fr
25,Ociné Dunkerque ,Dunkerque,51.0337944030762,2.37069988250732,https://www.ocine.fr/dunkerque/films-a-l-affiche
26,Studio 43 Dunkerque,Dunkerque,51.0333633422852,2.37127900123596,https://studio43.fr
27,Le Foyer Bousbecque,Bousbecque,50.7707443237305,3.0810489654541,https://cinelefoyer.fr
28,Le Sunset Fourmies,Fourmies,50.013599395752,4.04476022720337,http://www.allocine.fr/seance/salle_gen_csalle=P7974.html
29,Cinéma Jacques Tati Aniche,Aniche,50.3311386108398,3.2522599697113,https://www.aniche.fr/loisirs/culture/ideal-cinema-jacques-tati
30,Le Varlin Grande-Synthe,Grande-Synthe,51.0165328979492,2.30065202713013,http://cinemalevarlin.fr
31,Espace culturel Robert Hossein Merville,Merville,50.6409568786621,2.63718271255493,http://www.culturemerville.fr
